product_id,product_name,price,units_sold,page_views,conversion_rate,product_category,date
P-1048,Herbal Tea Sampler,29.26,345,2752,0.1254,Grocery,2025-01-22
P-1001,Wireless Earbuds,145.85,19,1321,0.0144,Electronics,2025-01-23
P-1002,USB-C Docking Hub,168.23,78,2731,0.0286,Electronics,2025-01-23
P-1003,Smart Home Camera,209.45,20,1764,0.0113,Electronics,2025-01-23
P-1004,Portable Charger,235.06,12,761,0.0158,Electronics,2025-01-23
P-1005,Bluetooth Speaker,211.31,55,1191,0.0462,Electronics,2025-01-23
P-1006,Gaming Keyboard,221.48,37,1007,0.0367,Electronics,2025-01-23
P-1007,Streaming Microphone,305.24,35,1231,0.0284,Electronics,2025-01-23
P-1008,Fitness Smartwatch,428.68,43,1336,0.0322,Electronics,2025-01-23
P-1009,Ceramic Cookware Set,66.82,60,1046,0.0574,Home & Kitchen,2025-01-23
P-1010,Air Fryer Basket,63.4,53,625,0.0848,Home & Kitchen,2025-01-23
P-1011,Memory Foam Pillow,84.17,103,1648,0.0625,Home & Kitchen,2025-01-23
P-1012,Countertop Blender,100.99,51,1223,0.0417,Home & Kitchen,2025-01-23
P-1013,Cotton Sheet Set,53.66,26,577,0.0451,Home & Kitchen,2025-01-23
P-1014,Desk Organizer,101.51,52,1005,0.0517,Home & Kitchen,2025-01-23
P-1015,LED Floor Lamp,84.65,28,773,0.0362,Home & Kitchen,2025-01-23
P-1016,Vacuum Storage Bags,81.24,73,1011,0.0722,Home & Kitchen,2025-01-23
P-1017,Hydrating Face Serum,65.16,76,1216,0.0625,Beauty,2025-01-23
P-1018,Mineral Sunscreen,12.2,164,1508,0.1088,Beauty,2025-01-23
P-1019,Retinol Night Cream,29.85,163,1761,0.0926,Beauty,2025-01-23
P-1020,Matte Lip Kit,65.16,189,1710,0.1105,Beauty,2025-01-23
P-1021,Scalp Care Tonic,42.11,104,1316,0.079,Beauty,2025-01-23
P-1022,Fragrance Discovery Set,17.71,357,3060,0.1167,Beauty,2025-01-23
P-1023,Reusable Makeup Pads,20.69,125,1187,0.1053,Beauty,2025-01-23
P-1024,Volumizing Hair Brush,44.91,194,1387,0.1399,Beauty,2025-01-23
P-1025,Performance Hoodie,44.84,83,1100,0.0755,Apparel,2025-01-23
P-1026,Running Shorts,104.84,141,1121,0.1258,Apparel,2025-01-23
P-1027,Stretch Denim Jeans,67.67,113,1762,0.0641,Apparel,2025-01-23
P-1028,Linen Button Shirt,75.72,72,1300,0.0554,Apparel,2025-01-23
P-1029,Seamless Leggings,30.65,218,1173,0.1858,Apparel,2025-01-23
P-1030,Merino Crew Socks,108.54,62,1492,0.0416,Apparel,2025-01-23
P-1031,Canvas Weekender Bag,121.65,46,496,0.0927,Apparel,2025-01-23
P-1032,Rain Shell Jacket,79.09,36,712,0.0506,Apparel,2025-01-23
P-1033,Adjustable Dumbbell,44.79,38,461,0.0824,Fitness,2025-01-23
P-1034,Yoga Mat Pro,208.69,42,1177,0.0357,Fitness,2025-01-23
P-1035,Resistance Band Kit,129.04,37,769,0.0481,Fitness,2025-01-23
P-1036,Foam Roller,67.11,68,1633,0.0416,Fitness,2025-01-23
P-1037,Cycling Trainer Stand,144.38,116,1313,0.0883,Fitness,2025-01-23
P-1038,Hydration Vest,176.59,26,1023,0.0254,Fitness,2025-01-23
P-1039,Recovery Massage Gun,109.67,24,666,0.036,Fitness,2025-01-23
P-1040,Balance Board,212.47,53,1046,0.0507,Fitness,2025-01-23
P-1041,Organic Coffee Beans,9.88,134,1444,0.0928,Grocery,2025-01-23
P-1042,Protein Granola,17.14,65,563,0.1155,Grocery,2025-01-23
P-1043,Sparkling Water Pack,33.14,288,1575,0.1829,Grocery,2025-01-23
P-1044,Olive Oil Tin,19.35,316,1462,0.2161,Grocery,2025-01-23
P-1045,Dried Mango Slices,11.61,164,772,0.2124,Grocery,2025-01-23
P-1046,Plant-Based Jerky,5.06,521,2929,0.1779,Grocery,2025-01-23
P-1047,Almond Butter Jar,19.97,211,1481,0.1425,Grocery,2025-01-23
P-1048,Herbal Tea Sampler,33.7,199,1772,0.1123,Grocery,2025-01-23
P-1001,Wireless Earbuds,147.86,22,1332,0.0165,Electronics,2025-01-24
P-1002,USB-C Docking Hub,167.42,103,2937,0.0351,Electronics,2025-01-24
P-1003,Smart Home Camera,204.08,37,1821,0.0203,Electronics,2025-01-24
P-1004,Portable Charger,248.84,6,691,0.0087,Electronics,2025-01-24
P-1005,Bluetooth Speaker,246.32,31,1178,0.0263,Electronics,2025-01-24
P-1006,Gaming Keyboard,223.8,50,1281,0.039,Electronics,2025-01-24
P-1007,Streaming Microphone,306.28,36,1333,0.027,Electronics,2025-01-24
P-1008,Fitness Smartwatch,412.29,68,1622,0.0419,Electronics,2025-01-24
P-1009,Ceramic Cookware Set,75.15,60,1088,0.0551,Home & Kitchen,2025-01-24
P-1010,Air Fryer Basket,65.57,44,610,0.0721,Home & Kitchen,2025-01-24
P-1011,Memory Foam Pillow,82.15,77,1363,0.0565,Home & Kitchen,2025-01-24
P-1012,Countertop Blender,94.01,85,1849,0.046,Home & Kitchen,2025-01-24
P-1013,Cotton Sheet Set,58.44,31,662,0.0468,Home & Kitchen,2025-01-24
P-1014,Desk Organizer,101.22,64,1261,0.0508,Home & Kitchen,2025-01-24
P-1015,LED Floor Lamp,86.3,27,762,0.0354,Home & Kitchen,2025-01-24
P-1016,Vacuum Storage Bags,80.3,71,1137,0.0624,Home & Kitchen,2025-01-24
P-1017,Hydrating Face Serum,67.6,58,938,0.0618,Beauty,2025-01-24
P-1018,Mineral Sunscreen,12.23,256,2010,0.1274,Beauty,2025-01-24
P-1019,Retinol Night Cream,29.37,132,1521,0.0868,Beauty,2025-01-24
P-1020,Matte Lip Kit,66.32,196,2141,0.0915,Beauty,2025-01-24
P-1021,Scalp Care Tonic,47.83,133,1853,0.0718,Beauty,2025-01-24
P-1022,Fragrance Discovery Set,17.64,341,2981,0.1144,Beauty,2025-01-24
P-1023,Reusable Makeup Pads,20.69,102,1151,0.0886,Beauty,2025-01-24
P-1024,Volumizing Hair Brush,42.81,186,1440,0.1292,Beauty,2025-01-24
P-1025,Performance Hoodie,44.88,60,650,0.0923,Apparel,2025-01-24
P-1026,Running Shorts,110.19,107,1024,0.1045,Apparel,2025-01-24
P-1027,Stretch Denim Jeans,69.88,113,1980,0.0571,Apparel,2025-01-24
P-1028,Linen Button Shirt,76.29,85,1130,0.0752,Apparel,2025-01-24
P-1029,Seamless Leggings,40.41,125,1061,0.1178,Apparel,2025-01-24
P-1030,Merino Crew Socks,109.3,56,1460,0.0384,Apparel,2025-01-24
P-1031,Canvas Weekender Bag,123.34,42,629,0.0668,Apparel,2025-01-24
P-1032,Rain Shell Jacket,75.75,42,593,0.0708,Apparel,2025-01-24
P-1033,Adjustable Dumbbell,43.79,30,403,0.0744,Fitness,2025-01-24
P-1034,Yoga Mat Pro,204.12,37,1352,0.0274,Fitness,2025-01-24
P-1035,Resistance Band Kit,123.74,34,739,0.046,Fitness,2025-01-24
P-1036,Foam Roller,61.72,53,1197,0.0443,Fitness,2025-01-24
P-1037,Cycling Trainer Stand,167.09,113,1625,0.0695,Fitness,2025-01-24
P-1038,Hydration Vest,177.76,19,885,0.0215,Fitness,2025-01-24
P-1039,Recovery Massage Gun,104.07,25,660,0.0379,Fitness,2025-01-24
P-1040,Balance Board,211.33,61,1172,0.052,Fitness,2025-01-24
P-1041,Organic Coffee Beans,10.44,129,1705,0.0757,Grocery,2025-01-24
P-1042,Protein Granola,17.78,82,696,0.1178,Grocery,2025-01-24
P-1043,Sparkling Water Pack,33.2,348,1538,0.2263,Grocery,2025-01-24
P-1044,Olive Oil Tin,18.94,368,1564,0.2353,Grocery,2025-01-24
P-1045,Dried Mango Slices,13.02,125,600,0.2083,Grocery,2025-01-24
P-1046,Plant-Based Jerky,4.97,834,3986,0.2092,Grocery,2025-01-24
P-1047,Almond Butter Jar,18.89,231,1575,0.1467,Grocery,2025-01-24
P-1048,Herbal Tea Sampler,31.43,230,1852,0.1242,Grocery,2025-01-24
P-1001,Wireless Earbuds,150.98,15,1200,0.0125,Electronics,2025-01-25
P-1002,USB-C Docking Hub,168.88,90,2239,0.0402,Electronics,2025-01-25
P-1003,Smart Home Camera,203.33,41,2710,0.0151,Electronics,2025-01-25
P-1004,Portable Charger,241.4,18,987,0.0182,Electronics,2025-01-25
P-1005,Bluetooth Speaker,244.11,43,1589,0.0271,Electronics,2025-01-25
P-1006,Gaming Keyboard,214.39,45,1273,0.0353,Electronics,2025-01-25
P-1007,Streaming Microphone,308,59,2267,0.026,Electronics,2025-01-25
P-1008,Fitness Smartwatch,405.16,57,1609,0.0354,Electronics,2025-01-25
P-1009,Ceramic Cookware Set,72.24,67,1099,0.061,Home & Kitchen,2025-01-25
P-1010,Air Fryer Basket,63.05,59,708,0.0833,Home & Kitchen,2025-01-25
P-1011,Memory Foam Pillow,82.32,89,1612,0.0552,Home & Kitchen,2025-01-25
P-1012,Countertop Blender,94.42,48,1302,0.0369,Home & Kitchen,2025-01-25
P-1013,Cotton Sheet Set,58.66,23,582,0.0395,Home & Kitchen,2025-01-25
P-1014,Desk Organizer,105.09,66,1367,0.0483,Home & Kitchen,2025-01-25
P-1015,LED Floor Lamp,84.72,36,1171,0.0307,Home & Kitchen,2025-01-25
P-1016,Vacuum Storage Bags,81.75,115,1936,0.0594,Home & Kitchen,2025-01-25
P-1017,Hydrating Face Serum,68.14,67,954,0.0702,Beauty,2025-01-25
P-1018,Mineral Sunscreen,12.64,258,1965,0.1313,Beauty,2025-01-25
P-1019,Retinol Night Cream,30.05,186,1907,0.0975,Beauty,2025-01-25
P-1020,Matte Lip Kit,71.3,192,1914,0.1003,Beauty,2025-01-25
P-1021,Scalp Care Tonic,47.04,169,2256,0.0749,Beauty,2025-01-25
P-1022,Fragrance Discovery Set,17.33,463,3819,0.1212,Beauty,2025-01-25
P-1023,Reusable Makeup Pads,21.11,187,1897,0.0986,Beauty,2025-01-25
P-1024,Volumizing Hair Brush,42,232,1582,0.1466,Beauty,2025-01-25
P-1025,Performance Hoodie,42.62,62,821,0.0755,Apparel,2025-01-25
P-1026,Running Shorts,108.41,126,1135,0.111,Apparel,2025-01-25
P-1027,Stretch Denim Jeans,66.67,169,2229,0.0758,Apparel,2025-01-25
P-1028,Linen Button Shirt,70.41,114,1402,0.0813,Apparel,2025-01-25
P-1029,Seamless Leggings,40.48,128,1065,0.1202,Apparel,2025-01-25
P-1030,Merino Crew Socks,110.72,73,1676,0.0436,Apparel,2025-01-25
P-1031,Canvas Weekender Bag,124.49,61,733,0.0832,Apparel,2025-01-25
P-1032,Rain Shell Jacket,78.48,64,946,0.0677,Apparel,2025-01-25
P-1033,Adjustable Dumbbell,45.48,43,517,0.0832,Fitness,2025-01-25
P-1034,Yoga Mat Pro,209.85,48,1149,0.0418,Fitness,2025-01-25
P-1035,Resistance Band Kit,129.53,33,644,0.0512,Fitness,2025-01-25
P-1036,Foam Roller,62.38,93,1738,0.0535,Fitness,2025-01-25
P-1037,Cycling Trainer Stand,160.85,94,1411,0.0666,Fitness,2025-01-25
P-1038,Hydration Vest,178.86,24,1109,0.0216,Fitness,2025-01-25
P-1039,Recovery Massage Gun,101.76,22,808,0.0272,Fitness,2025-01-25
P-1040,Balance Board,213.63,62,1306,0.0475,Fitness,2025-01-25
P-1041,Organic Coffee Beans,9.96,168,1814,0.0926,Grocery,2025-01-25
P-1042,Protein Granola,17.61,84,754,0.1114,Grocery,2025-01-25
P-1043,Sparkling Water Pack,33.08,447,2484,0.18,Grocery,2025-01-25
P-1044,Olive Oil Tin,18.36,295,1469,0.2008,Grocery,2025-01-25
P-1045,Dried Mango Slices,12.99,141,755,0.1868,Grocery,2025-01-25
P-1046,Plant-Based Jerky,4.89,586,3432,0.1707,Grocery,2025-01-25
P-1047,Almond Butter Jar,18.85,163,1255,0.1299,Grocery,2025-01-25
P-1048,Herbal Tea Sampler,31.05,248,2282,0.1087,Grocery,2025-01-25
P-1001,Wireless Earbuds,144.06,17,980,0.0173,Electronics,2025-01-26
P-1002,USB-C Docking Hub,175.34,95,3238,0.0293,Electronics,2025-01-26
P-1003,Smart Home Camera,196.33,37,2242,0.0165,Electronics,2025-01-26
P-1004,Portable Charger,232.3,12,839,0.0143,Electronics,2025-01-26
P-1005,Bluetooth Speaker,242.45,54,1752,0.0308,Electronics,2025-01-26
P-1006,Gaming Keyboard,216.63,49,1374,0.0357,Electronics,2025-01-26
P-1007,Streaming Microphone,310.63,47,1873,0.0251,Electronics,2025-01-26
P-1008,Fitness Smartwatch,441.4,54,1465,0.0369,Electronics,2025-01-26
P-1009,Ceramic Cookware Set,73.43,88,1377,0.0639,Home & Kitchen,2025-01-26
P-1010,Air Fryer Basket,62.11,67,1025,0.0654,Home & Kitchen,2025-01-26
P-1011,Memory Foam Pillow,82.48,133,2102,0.0633,Home & Kitchen,2025-01-26
P-1012,Countertop Blender,96.92,89,1811,0.0491,Home & Kitchen,2025-01-26
P-1013,Cotton Sheet Set,59.29,40,719,0.0556,Home & Kitchen,2025-01-26
P-1014,Desk Organizer,103.41,78,1352,0.0577,Home & Kitchen,2025-01-26
P-1015,LED Floor Lamp,84.11,37,1302,0.0284,Home & Kitchen,2025-01-26
P-1016,Vacuum Storage Bags,83.01,97,1522,0.0637,Home & Kitchen,2025-01-26
P-1017,Hydrating Face Serum,68.15,57,1006,0.0567,Beauty,2025-01-26
P-1018,Mineral Sunscreen,12.1,253,1915,0.1321,Beauty,2025-01-26
P-1019,Retinol Night Cream,29.87,173,1911,0.0905,Beauty,2025-01-26
P-1020,Matte Lip Kit,65.59,210,2330,0.0901,Beauty,2025-01-26
P-1021,Scalp Care Tonic,45.86,150,2151,0.0697,Beauty,2025-01-26
P-1022,Fragrance Discovery Set,17.26,379,3253,0.1165,Beauty,2025-01-26
P-1023,Reusable Makeup Pads,20.46,156,1436,0.1086,Beauty,2025-01-26
P-1024,Volumizing Hair Brush,46.59,202,1441,0.1402,Beauty,2025-01-26
P-1025,Performance Hoodie,40.03,73,880,0.083,Apparel,2025-01-26
P-1026,Running Shorts,106.09,89,1147,0.0776,Apparel,2025-01-26
P-1027,Stretch Denim Jeans,67.43,150,2030,0.0739,Apparel,2025-01-26
P-1028,Linen Button Shirt,66.86,132,1263,0.1045,Apparel,2025-01-26
P-1029,Seamless Leggings,39.23,122,1210,0.1008,Apparel,2025-01-26
P-1030,Merino Crew Socks,111.23,61,1428,0.0427,Apparel,2025-01-26
P-1031,Canvas Weekender Bag,123.87,86,725,0.1186,Apparel,2025-01-26
P-1032,Rain Shell Jacket,75.37,39,881,0.0443,Apparel,2025-01-26
P-1033,Adjustable Dumbbell,43.52,44,492,0.0894,Fitness,2025-01-26
P-1034,Yoga Mat Pro,208.41,39,1360,0.0287,Fitness,2025-01-26
P-1035,Resistance Band Kit,130.81,34,723,0.047,Fitness,2025-01-26
P-1036,Foam Roller,70.02,78,1684,0.0463,Fitness,2025-01-26
P-1037,Cycling Trainer Stand,171.16,66,1296,0.0509,Fitness,2025-01-26
P-1038,Hydration Vest,176.21,29,1046,0.0277,Fitness,2025-01-26
P-1039,Recovery Massage Gun,105.37,19,665,0.0286,Fitness,2025-01-26
P-1040,Balance Board,221.97,87,1556,0.0559,Fitness,2025-01-26
P-1041,Organic Coffee Beans,10.31,240,2553,0.094,Grocery,2025-01-26
P-1042,Protein Granola,17.25,83,685,0.1212,Grocery,2025-01-26
P-1043,Sparkling Water Pack,32.66,427,2097,0.2036,Grocery,2025-01-26
P-1044,Olive Oil Tin,20.85,476,1797,0.2649,Grocery,2025-01-26
P-1045,Dried Mango Slices,12.74,166,845,0.1964,Grocery,2025-01-26
P-1046,Plant-Based Jerky,4.95,545,2817,0.1935,Grocery,2025-01-26
P-1047,Almond Butter Jar,19.86,285,2080,0.137,Grocery,2025-01-26
P-1048,Herbal Tea Sampler,31.65,341,2803,0.1217,Grocery,2025-01-26
P-1001,Wireless Earbuds,132.58,19,1426,0.0133,Electronics,2025-01-27
P-1002,USB-C Docking Hub,169.22,78,1881,0.0415,Electronics,2025-01-27
P-1003,Smart Home Camera,203.26,39,2201,0.0177,Electronics,2025-01-27
P-1004,Portable Charger,242.7,10,713,0.014,Electronics,2025-01-27
P-1005,Bluetooth Speaker,256.96,38,1202,0.0316,Electronics,2025-01-27
P-1006,Gaming Keyboard,220.5,58,1487,0.039,Electronics,2025-01-27
P-1007,Streaming Microphone,305.03,38,1357,0.028,Electronics,2025-01-27
P-1008,Fitness Smartwatch,428.83,52,1627,0.032,Electronics,2025-01-27
P-1009,Ceramic Cookware Set,67.83,73,1296,0.0563,Home & Kitchen,2025-01-27
P-1010,Air Fryer Basket,62.38,49,691,0.0709,Home & Kitchen,2025-01-27
P-1011,Memory Foam Pillow,81.73,93,1538,0.0605,Home & Kitchen,2025-01-27
P-1012,Countertop Blender,106.92,51,1588,0.0321,Home & Kitchen,2025-01-27
P-1013,Cotton Sheet Set,57.93,31,574,0.054,Home & Kitchen,2025-01-27
P-1014,Desk Organizer,100.39,43,1137,0.0378,Home & Kitchen,2025-01-27
P-1015,LED Floor Lamp,88.04,31,989,0.0313,Home & Kitchen,2025-01-27
P-1016,Vacuum Storage Bags,77.72,98,1339,0.0732,Home & Kitchen,2025-01-27
P-1017,Hydrating Face Serum,60.59,81,1064,0.0761,Beauty,2025-01-27
P-1018,Mineral Sunscreen,12.35,227,1804,0.1258,Beauty,2025-01-27
P-1019,Retinol Night Cream,29.85,113,1506,0.075,Beauty,2025-01-27
P-1020,Matte Lip Kit,71.28,199,2188,0.091,Beauty,2025-01-27
P-1021,Scalp Care Tonic,46.5,128,1693,0.0756,Beauty,2025-01-27
P-1022,Fragrance Discovery Set,17.65,389,2945,0.1321,Beauty,2025-01-27
P-1023,Reusable Makeup Pads,20.67,140,1175,0.1191,Beauty,2025-01-27
P-1024,Volumizing Hair Brush,45.86,199,1289,0.1544,Beauty,2025-01-27
P-1025,Performance Hoodie,39.91,96,937,0.1025,Apparel,2025-01-27
P-1026,Running Shorts,101.53,126,1177,0.1071,Apparel,2025-01-27
P-1027,Stretch Denim Jeans,67.68,136,1899,0.0716,Apparel,2025-01-27
P-1028,Linen Button Shirt,75.36,68,1088,0.0625,Apparel,2025-01-27
P-1029,Seamless Leggings,41.21,124,1018,0.1218,Apparel,2025-01-27
P-1030,Merino Crew Socks,112.28,65,1726,0.0377,Apparel,2025-01-27
P-1031,Canvas Weekender Bag,124.68,61,702,0.0869,Apparel,2025-01-27
P-1032,Rain Shell Jacket,80.99,33,674,0.049,Apparel,2025-01-27
P-1033,Adjustable Dumbbell,40.85,36,567,0.0635,Fitness,2025-01-27
P-1034,Yoga Mat Pro,207,43,1350,0.0319,Fitness,2025-01-27
P-1035,Resistance Band Kit,129.21,19,603,0.0315,Fitness,2025-01-27
P-1036,Foam Roller,63.07,59,1237,0.0477,Fitness,2025-01-27
P-1037,Cycling Trainer Stand,164.8,77,1406,0.0548,Fitness,2025-01-27
P-1038,Hydration Vest,177.06,15,772,0.0194,Fitness,2025-01-27
P-1039,Recovery Massage Gun,104.55,16,573,0.0279,Fitness,2025-01-27
P-1040,Balance Board,222.97,54,956,0.0565,Fitness,2025-01-27
P-1041,Organic Coffee Beans,9.33,149,1611,0.0925,Grocery,2025-01-27
P-1042,Protein Granola,18.07,73,570,0.1281,Grocery,2025-01-27
P-1043,Sparkling Water Pack,32.66,270,1340,0.2015,Grocery,2025-01-27
P-1044,Olive Oil Tin,20.41,349,1544,0.226,Grocery,2025-01-27
P-1045,Dried Mango Slices,12.94,131,752,0.1742,Grocery,2025-01-27
P-1046,Plant-Based Jerky,4.75,459,2331,0.1969,Grocery,2025-01-27
P-1047,Almond Butter Jar,19.48,214,1505,0.1422,Grocery,2025-01-27
P-1048,Herbal Tea Sampler,30.92,264,2078,0.127,Grocery,2025-01-27
P-1001,Wireless Earbuds,127.07,15,1137,0.0132,Electronics,2025-01-28
P-1002,USB-C Docking Hub,169.72,69,2058,0.0335,Electronics,2025-01-28
P-1003,Smart Home Camera,185.97,31,1802,0.0172,Electronics,2025-01-28
P-1004,Portable Charger,254.96,10,692,0.0145,Electronics,2025-01-28
P-1005,Bluetooth Speaker,240.76,38,1134,0.0335,Electronics,2025-01-28
P-1006,Gaming Keyboard,215.82,51,1561,0.0327,Electronics,2025-01-28
P-1007,Streaming Microphone,308.57,42,1683,0.025,Electronics,2025-01-28
P-1008,Fitness Smartwatch,445.56,49,1394,0.0352,Electronics,2025-01-28
P-1009,Ceramic Cookware Set,66.66,46,815,0.0564,Home & Kitchen,2025-01-28
P-1010,Air Fryer Basket,62.83,52,735,0.0707,Home & Kitchen,2025-01-28
P-1011,Memory Foam Pillow,75.26,114,1985,0.0574,Home & Kitchen,2025-01-28
P-1012,Countertop Blender,100.44,53,1242,0.0427,Home & Kitchen,2025-01-28
P-1013,Cotton Sheet Set,58.56,31,668,0.0464,Home & Kitchen,2025-01-28
P-1014,Desk Organizer,98.29,50,999,0.0501,Home & Kitchen,2025-01-28
P-1015,LED Floor Lamp,87.17,24,914,0.0263,Home & Kitchen,2025-01-28
P-1016,Vacuum Storage Bags,83.22,74,1417,0.0522,Home & Kitchen,2025-01-28
P-1017,Hydrating Face Serum,64.66,84,1137,0.0739,Beauty,2025-01-28
P-1018,Mineral Sunscreen,12.32,188,1653,0.1137,Beauty,2025-01-28
P-1019,Retinol Night Cream,24.54,138,1067,0.1293,Beauty,2025-01-28
P-1020,Matte Lip Kit,67.9,258,2266,0.1139,Beauty,2025-01-28
P-1021,Scalp Care Tonic,47.14,142,1980,0.0717,Beauty,2025-01-28
P-1022,Fragrance Discovery Set,17.26,249,2172,0.1146,Beauty,2025-01-28
P-1023,Reusable Makeup Pads,20.74,116,1241,0.0935,Beauty,2025-01-28
P-1024,Volumizing Hair Brush,45.12,173,1173,0.1475,Beauty,2025-01-28
P-1025,Performance Hoodie,38.67,95,981,0.0968,Apparel,2025-01-28
P-1026,Running Shorts,103.58,90,878,0.1025,Apparel,2025-01-28
P-1027,Stretch Denim Jeans,55.27,180,2174,0.0828,Apparel,2025-01-28
P-1028,Linen Button Shirt,72.44,127,1607,0.079,Apparel,2025-01-28
P-1029,Seamless Leggings,40.44,116,1145,0.1013,Apparel,2025-01-28
P-1030,Merino Crew Socks,115.62,68,1857,0.0366,Apparel,2025-01-28
P-1031,Canvas Weekender Bag,124.13,44,630,0.0698,Apparel,2025-01-28
P-1032,Rain Shell Jacket,78.27,33,626,0.0527,Apparel,2025-01-28
P-1033,Adjustable Dumbbell,41.45,32,432,0.0741,Fitness,2025-01-28
P-1034,Yoga Mat Pro,212.67,32,1068,0.03,Fitness,2025-01-28
P-1035,Resistance Band Kit,104.38,31,648,0.0478,Fitness,2025-01-28
P-1036,Foam Roller,67.11,78,1752,0.0445,Fitness,2025-01-28
P-1037,Cycling Trainer Stand,168.2,80,1212,0.066,Fitness,2025-01-28
P-1038,Hydration Vest,176.81,26,960,0.0271,Fitness,2025-01-28
P-1039,Recovery Massage Gun,104.43,32,807,0.0397,Fitness,2025-01-28
P-1040,Balance Board,220.33,88,1434,0.0614,Fitness,2025-01-28
P-1041,Organic Coffee Beans,9.58,188,1786,0.1053,Grocery,2025-01-28
P-1042,Protein Granola,18.13,102,753,0.1355,Grocery,2025-01-28
P-1043,Sparkling Water Pack,30.37,323,1545,0.2091,Grocery,2025-01-28
P-1044,Olive Oil Tin,19.95,308,1525,0.202,Grocery,2025-01-28
P-1045,Dried Mango Slices,12.8,98,550,0.1782,Grocery,2025-01-28
P-1046,Plant-Based Jerky,5.02,687,3987,0.1723,Grocery,2025-01-28
P-1047,Almond Butter Jar,19.09,199,1449,0.1373,Grocery,2025-01-28
P-1048,Herbal Tea Sampler,32.69,352,2741,0.1284,Grocery,2025-01-28
P-1001,Wireless Earbuds,131.07,19,991,0.0192,Electronics,2025-01-29
P-1002,USB-C Docking Hub,168.02,73,1939,0.0376,Electronics,2025-01-29
P-1003,Smart Home Camera,166.58,43,2331,0.0184,Electronics,2025-01-29
P-1004,Portable Charger,281.58,11,769,0.0143,Electronics,2025-01-29
P-1005,Bluetooth Speaker,249.87,28,1082,0.0259,Electronics,2025-01-29
P-1006,Gaming Keyboard,214.67,58,1516,0.0383,Electronics,2025-01-29
P-1007,Streaming Microphone,311.65,48,1716,0.028,Electronics,2025-01-29
P-1008,Fitness Smartwatch,447.85,36,1336,0.0269,Electronics,2025-01-29
P-1009,Ceramic Cookware Set,67.03,62,997,0.0622,Home & Kitchen,2025-01-29
P-1010,Air Fryer Basket,64.83,53,714,0.0742,Home & Kitchen,2025-01-29
P-1011,Memory Foam Pillow,73.71,105,1361,0.0771,Home & Kitchen,2025-01-29
P-1012,Countertop Blender,116.1,65,1683,0.0386,Home & Kitchen,2025-01-29
P-1013,Cotton Sheet Set,59.39,22,530,0.0415,Home & Kitchen,2025-01-29
P-1014,Desk Organizer,103.13,47,995,0.0472,Home & Kitchen,2025-01-29
P-1015,LED Floor Lamp,85.08,32,862,0.0371,Home & Kitchen,2025-01-29
P-1016,Vacuum Storage Bags,83.4,83,1296,0.064,Home & Kitchen,2025-01-29
P-1017,Hydrating Face Serum,63.03,65,990,0.0657,Beauty,2025-01-29
P-1018,Mineral Sunscreen,12.15,226,1650,0.137,Beauty,2025-01-29
P-1019,Retinol Night Cream,24.69,220,2048,0.1074,Beauty,2025-01-29
P-1020,Matte Lip Kit,76.24,221,2122,0.1041,Beauty,2025-01-29
P-1021,Scalp Care Tonic,45.44,84,1385,0.0606,Beauty,2025-01-29
P-1022,Fragrance Discovery Set,17.88,312,2597,0.1201,Beauty,2025-01-29
P-1023,Reusable Makeup Pads,20.07,194,1733,0.1119,Beauty,2025-01-29
P-1024,Volumizing Hair Brush,44.84,205,1645,0.1246,Beauty,2025-01-29
P-1025,Performance Hoodie,38.43,59,733,0.0805,Apparel,2025-01-29
P-1026,Running Shorts,107.11,69,1111,0.0621,Apparel,2025-01-29
P-1027,Stretch Denim Jeans,59.25,133,1644,0.0809,Apparel,2025-01-29
P-1028,Linen Button Shirt,86.09,65,1152,0.0564,Apparel,2025-01-29
P-1029,Seamless Leggings,40.74,104,918,0.1133,Apparel,2025-01-29
P-1030,Merino Crew Socks,110.64,78,1842,0.0423,Apparel,2025-01-29
P-1031,Canvas Weekender Bag,125.5,44,638,0.069,Apparel,2025-01-29
P-1032,Rain Shell Jacket,77.39,39,655,0.0595,Apparel,2025-01-29
P-1033,Adjustable Dumbbell,40.73,43,510,0.0843,Fitness,2025-01-29
P-1034,Yoga Mat Pro,203.15,36,916,0.0393,Fitness,2025-01-29
P-1035,Resistance Band Kit,110.07,45,749,0.0601,Fitness,2025-01-29
P-1036,Foam Roller,70.55,67,1709,0.0392,Fitness,2025-01-29
P-1037,Cycling Trainer Stand,167.4,102,1687,0.0605,Fitness,2025-01-29
P-1038,Hydration Vest,173.15,24,1075,0.0223,Fitness,2025-01-29
P-1039,Recovery Massage Gun,103.21,18,542,0.0332,Fitness,2025-01-29
P-1040,Balance Board,220.45,86,1433,0.06,Fitness,2025-01-29
P-1041,Organic Coffee Beans,9.62,116,1485,0.0781,Grocery,2025-01-29
P-1042,Protein Granola,17.66,73,632,0.1155,Grocery,2025-01-29
P-1043,Sparkling Water Pack,27,352,1608,0.2189,Grocery,2025-01-29
P-1044,Olive Oil Tin,23.14,219,1215,0.1802,Grocery,2025-01-29
P-1045,Dried Mango Slices,12.58,136,781,0.1741,Grocery,2025-01-29
P-1046,Plant-Based Jerky,5.05,448,2490,0.1799,Grocery,2025-01-29
P-1047,Almond Butter Jar,18.2,162,1095,0.1479,Grocery,2025-01-29
P-1048,Herbal Tea Sampler,31.93,377,3309,0.1139,Grocery,2025-01-29
